text	page_id	page_title	page_revisions	chars
To easily verify if an egg is fresh, there is a simple way We plunge the egg in water If it sinks, the egg is extra fresh If the egg floats between the water it is fresh If it remains on the surface it is certainly expired or at least doubtful This is due to the increasing volume of the pocket of air contained in the egg in the course of its ageing	5185	Egg	73	350
In addition to chicken eggs, we also eat eggs of other birds, like the duck or quail. They can be cooked in the same way, but as they are not the same size (a duck egg is larger and a quail egg is smaller than a chicken egg), they are not very practical to use for pastries. In a cake, for example, you would have to change all of the other quantities. They also take longer to cook; for example, 1.5 hours for a soft-boiled ostrich egg!	5185	Egg	73	437
Fabergé eggs are a series of precious, jeweled eggs, initially created by jeweler Pierre-Karl Fabergé, at the request of Tsar Alexandre III for his wife. For more than 50 years, the tsar Alexander III, then his son, Nicolas II, would commission an egg per year from Fabergé, as Easter gifts for their wives. Other Fabergé eggs have since been made.	5185	Egg	73	348
"Humpty Dumpty is a traditional English nursery rhyme character, who is often represented as an egg. He famously appears in the story ""Through the Looking Glass"" (the continuation of Alice's Adventures in Wonderland). In the nursery rhyme, Humpty Dumpty is sitting on a wall, falls, and breaks."	5185	Egg	73	293
Prehistory is generally divided into several periods: the Paleolithic, which is the most ancient and the longest period, then the Neolithic. These periods can be divided into more precise periods. When prehistoric sites are studied with precision, they are classified not only by period, but by culture. In this sense, a culture is a way of life, a set of techniques used by people to live and shelter themselves, and that are recognized by objects typical of that culture. It certainly also was some beliefs, language and traditions, but we no longer have any traces of these.	5313	Prehistoric_house	73	577
During this time, Paleolithic men were hunter-gatherers and nomads. Their homes or shelters must be made quickly, they do not last long and are very rudimentary. For this reason, but also because the materials used are deteriorating fast and that thy are ancient times, it is very difficult to find traces of these houses. They also used natural shelters such as rock shelters.	5313	Prehistoric_house	73	377
A tent from the last part of the paleolithic era, covered by non-tanned skinThis same tent reconstituted (smaller) from that information. It could be covered with bark or animal skins. Traces showed that the fire was ahead of the entrance of the tent.	5313	Prehistoric_house	73	251
Traces of habitats and the remains of daily activity of Paleolithic have been found most often in the ground of rock shelters, that is to say open or shallow caves. Groups settled and lived there. Over the centuries, remains and waste of these people were deposited on top of each other, which eventually protected traces and older objects that have been covered like this for thousands of years. The same traces and objects when they were left on an ordinary field disappeared, destroyed or washed away by erosion.	5313	Prehistoric_house	73	515
Deep caves such as Lascaux cave were however not inhabited. People only went down in them temporarily, but the rock shelters were regularly inhabited since we have found on their ground many objects made by men, and the remains of the animals they hunted.	5313	Prehistoric_house	73	255
The Neolithic period begins when men became farmers, breeders and sedentary. Since they do not change place anymore, and their techniques and knowledge are more developed, their houses can, therefore, be more solid and well crafted. The materials that are more often used are always the wood and the thatch for the roof, but also earth for the walls, or even stones.	5313	Prehistoric_house	73	366
It was built in three main phases, each between about 3100 BC and 1950 BC. The first circle, ~3000 BC, was made of timber. The post holes for the timber have been found. Around 2600 BC, the builders gave up timber in favour of stone. Most of the construction took place between 2640 and 2480 BC. (*)	4384	Stonehenge	73	299
The first stone circle was a set of 'bluestones'. The holes held up to 80 standing stones (shown blue on the plan), only 43 of which can be traced today. The bluestones (made of a rock called dolerite), were thought for much of the 20th century to have been brought from the Preseli Hills, 260 kilometres away in modern-day Pembrokeshire, Wales. Another theory is that they were brought much nearer to the site as glacial erratics by a glacier. (*)	4384	Stonehenge	73	448
Later, ~2400 BC, 30 huge grey sarsen stones were brought to the site. They were erected in a circle 33 metres in diameter, with lintels on top of the standing stones. The remaining blue circles were placed as an inner circle. The site was in use until the Bronze Age. The modern Stonehenge consists entirely of original stones, some of which have been replaced in upright position.	4384	Stonehenge	73	381
No one knows exactly who built Stonehenge or why they built it. During the summer solstice, the sunrise lines up with some of the stones in a particular way. This suggests that the arrangement of stones may work as a calendar. In Egypt and South America, similar ancient buildings can be found. They also show the time of the solstice.	4384	Stonehenge	73	335
"A university is an institution where teaching and research is done. The word university comes from the Latin universitas magistrorum et scholarium, roughly meaning ""community of teachers and scholars."" (*) People can attend university to get a degree. Unlike the schooling they have done before, the courses at university are specialized. A person studying biology at university has lots of courses about biology and not very many courses in other fields, like languages or history. To get a higher degree, people must do some research."	4495	University	74	536
The universities were born in Europe during the Middle Ages. The first institution of this type was the University of Bologna that later became a model for similar centers of education. (*) (*) (*) This term can often be used in other cultures to mean centers of higher education and higher thought, although their creation was often well before the Middle Ages.	4495	University	74	362
"At first, the universities had formed themselves according to the model of the professional groups and like almost everything in the Middle Ages, they remained tied to the Catholic Church. At the beginning, they had worked to teach the so-called ""seven liberal arts"" (the trivium and the quadrivium):"	4495	University	74	300
A university can include several campuses, or different places where classes are taught. In each campus there are several faculties and university schools (mainly for teaching), and also laboratories, departments and institutes of research. Many campuses also have housing for students in buildings called dormitories and structures like libraries, study rooms, and gymnasiums for students that live there. Each school offers many courses that students take to earn a degree.	4495	University	74	475
A planet is a large object such as Jupiter or Earth that orbits a star. It is smaller than a star, and it does not make light. Planets are ball-shaped (spheres). Objects that orbit planets are called moons. There are eight planets in the Solar System. Pluto used to be known as a planet, but in August 2006, the International Astronomical Union decided it was a dwarf planet instead. There are four more known dwarf planets in the Solar System, Ceres, Makemake, Eris and Haumea.	5103	Planet	74	478
"The name ""planet"" is from the Greek word πλανήτης (planetes), meaning ""wanderers"", or ""things that move"". Until the 1990s, people only knew of those in the Solar System. As of June 2011, we know of 563 other planets. (*) All of these newly found planets are orbiting other stars: they are extrasolar planets. Sometimes people call them ""exoplanets""."	5103	Planet	74	349
The planets in the Solar System have names of Greek or Roman gods, apart from Earth, because people did not think Earth was a planet in old times. However, Earth is occasionally referred by the name of a Roman god: Terra. Other languages, for example Chinese, use different names. Moons also have names of gods and people from classical mythology, or from the plays written by Shakespeare.	5103	Planet	74	389
Elizabeth was the daughter of King Henry VIII of England and his second wife, Anne Boleyn. Boleyn was executed in 1536. After Anne's death, the king said she should no longer be treated as his daughter. Her half-sister, Mary, daughter of Catherine of Aragon, the first wife of Henry, was in the same position.	518	Elizabeth_I_of_England	74	309
King Henry married Jane Seymour who had a baby son. He was named Edward. According to the Salic Law, the throne could not pass to a female descendant if there was a male heir, even if the female was older or had a more direct claim to the throne, so Edward became heir to the throne.	518	Elizabeth_I_of_England	74	283
In 1547, King Henry died. Elizabeth's younger half-brother, Edward, became King Edward VI of England. Because King Henry had no other children, he left a will saying that, if Edward had no children of his own, Mary would be queen after him, and Elizabeth would be queen after Mary. Edward died in 1553, when he was only fifteen. Mary then became Queen Mary I of England.	518	Elizabeth_I_of_England	74	370
During Mary's reign, life became difficult for Elizabeth. Mary was a Roman Catholic and she married King Philip II of Spain, also a Roman Catholic. This marriage made her unpopular because Spain and England were old enemies. Mary wanted everyone else in England to be Roman Catholic again, so she tried to make Elizabeth attend Roman Catholic services. Because of the argument over religion, many people in the country preferred Elizabeth to Mary and wanted to make her queen. She was accused of trying to take Mary's throne, and was briefly put into the Tower of London.	518	Elizabeth_I_of_England	74	571
"At Mary's death, Elizabeth became the Queen of England in 1558. Elizabeth has been called the ""Virgin Queen"", because she never married. As Mary's marriage to Philip of Spain had caused a lot of problems, Elizabeth did not want to make the same mistake in marrying a foreign ruler. She played the political games with the prospect of marrying one prince or another."	518	Elizabeth_I_of_England	74	365
Most people believe that she was in love with Robert Dudley, the 1st Earl of Leicester. Elisabeth and Dudley were both prisoners in the Tower of London during Queen Mary's reign. Robert Dudley was married to Amy Robsart but she died in an accident not long after Elizabeth became queen. Some people said that her husband had arranged for her to be killed so he would be free to marry Queen Elizabeth. This gossip made it impossible for Elizabeth to marry him. She decided that she would not marry at all.	518	Elizabeth_I_of_England	74	504
The person with the most legitimate claim to follow Elizabeth to the throne of England was her cousin, Mary Stuart, who was Queen of Scotland. But Mary was a Catholic and Elizabeth was a Protestant. Mary married a French prince and in 1560, became Queen of France, for only one year, as well as Queen of Scots. Some people wanted to force Elizabeth off the throne and replace her with Mary. Mary was a danger to Elizabeth's bid for power.	518	Elizabeth_I_of_England	74	438
Because many Scottish people were Protestants, they did not like Mary and revolted against her. She was put in prison and her infant son James was made King of Scotland in her place. He became James VI. In 1568, Mary escaped and fled to England, to ask for help from Elizabeth.	518	Elizabeth_I_of_England	74	277
Elizabeth I fell ill in February 1603. She was suffering from physical weakness and insomnia. She had no children, and named James VI of Scotland her successor. Elizabeth I died at the age of 69, on 24 March 1603. She is buried in Westminster Abbey.	518	Elizabeth_I_of_England	74	249
"A religion is a set of beliefs that is held by a group of people. There are many different religions, each with a different set of beliefs. The beliefs are about the world and the people in it, about how they came into being, and what their purpose is. These beliefs are most often linked to ""supernatural"" beings such as a god, a number of gods or spirits. Each religion has different ideas about these things. Each religion also has a ""moral code"" which is a set of beliefs about how humans should act. Each religion usually has their own type of ""devotions"" when people worship or pray. They often have religious ""rituals"" (special things that are always done in the same way) for certain times of the year or certain times of a person's life. (*)"	5687	Religion	74	750
Aspects of religion include narrative, symbolism, beliefs, and practices that are supposed to give meaning to the practitioner's experiences of life. Whether the meaning centers on a deity or deities, or an ultimate truth, (*) religion is commonly identified by the practitioner's prayer, ritual, meditation, music and art, among other things, and is often interwoven with society and politics. It may focus on specific supernatural, metaphysical, and moral claims about reality (the cosmos and human nature) which may yield a set of religious laws and ethics and a particular lifestyle. Religion also encompasses ancestral or cultural traditions, writings, history, and mythology, as well as personal faith and religious experience.	5687	Religion	74	733
"The term ""religion"" refers both to the personal practices related to communal faith and to group rituals and communication stemming from shared conviction. ""Religion"" is sometimes used interchangeably with ""faith"" or ""belief system,"" (*) but it is more socially defined than personal convictions, and it entails specific behaviors, respectively."	5687	Religion	74	345
Religion is the word used for a number of cultural phenomena. These phenomena have an influence on thought; very often, religious ideas are the basis of behaviour: Religions often define what is right, and what is wrong. There is no definition of religion that is accepted by all scientists.	5687	Religion	74	291
Very often, religions are based on tradition. Many religions have rituals that need to be performed by the followers of the given religion. Religions have had a great influence on the arts. (*) Many say there are supernatural beings, usually called gods, or spirits. For some, there is just one, often called god. Other religions speak about principles, such as Dao or Dharma, or they tell about the past or future of Mankind, such as Nirvana, or the Afterlife.	5687	Religion	74	461
It looks like people have had religions for a very long time. The first traces of religions can be found with hominids like homo sapiens and Neanderthals. They started to bury their dead in special ways, about 120.000 years ago. Homo sapiens soon started to be different with the things they gave to the dead. Many works of art were found with burials. Starting about 40.000 years ago, the artworks become more common. Today scientists believe these artifacts had a religious significance. Finding the meaning may be hard, as these people did not have writing yet.	5687	Religion	74	564
(*) The whole experience of a religion can give a systemic and stable character to human life and society; thus a religion may also be thought of as a cultural system. While religion is difficult to define, the standard model of religion as used in religious studies was defined by Clifford Geertz (Religion as a Cultural System, 1973). For an influential critique of Geertz's model see Talal Asad's The Construction of Religion as an Anthropological Category (1982).	5687	Religion	74	467
A Midsummer Night's Dream is a play by William Shakespeare. It is a comedy, and was probably written early in Shakespeare's theatrical career in London. The date the play was written is uncertain, but scholars believe that it was written some time between 1590 and 1596. The date of the play's first performance is unknown, but Dream was very likely staged shortly after its completion. Some authorities believe that the play was written to celebrate an aristocratic marriage, but there is no evidence to support this belief.	1184	A_Midsummer_Night's_Dream	75	525
Shakespeare generally used the stories, plays, and historical accounts of other writers as sources for his plays, but A Midsummer Night's Dream is completely his own invention. He did however use English folklore to create the play's fairy world. He also used the ancient myth of Pyramus and Thisbe for the play within a play in Act V. The play has been adapted to movies, musical works, operas, and ballets.	1184	A_Midsummer_Night's_Dream	75	408
"Oberon and Titania, the King and Queen of the Fairies, and Puck, Oberon's mischief-making servant are a few characters in the play known to every schoolboy in the world. Bottom the weaver is one of Shakespeare's masterpieces of characterization. Well-known lines from the play include ""The course of true love never did run smooth"", ""I know a bank where the wild thyme blows"", and ""Lord, what fools these mortals be!"""	1184	A_Midsummer_Night's_Dream	75	417
William Shakespeare was an English writer and poet. He was born in 1564 in Stratford-upon-Avon, England, and attended the grammar school there. He died there in 1616. He married Anne Hathaway in Stratford. They were the parents of three children: Judith, Susannah, and Hamnet.	1184	A_Midsummer_Night's_Dream	75	276
Shakespeare spent most of his adult life in London writing 37 to 39 comedies, tragedies, and history plays for the Globe and other theatres. He also wrote a collection of short poems called sonnets and several longer poems. Some scholars have raised questions about Shakespeare's authorship of two or three plays.	1184	A_Midsummer_Night's_Dream	75	313
He retired to Stratford and died there in 1623. He is buried beneath the floor of the parish church in Stratford. This gravesite is visited by thousands of people annually. Shortly after his death, Shakespeare's London friends collected his plays and poems, and published them in a large volume now called the First Folio.	1184	A_Midsummer_Night's_Dream	75	322
The world's greatest actors, directors, composers, and designers have all been attracted to Shakespeare's plays. His works have been translated into dozens of languages, and have had tremendous influence upon the writers and poets who followed him.	1184	A_Midsummer_Night's_Dream	75	248
The Globe Theatre was built in London in 1599 by Shakespeare's playing company, the Lord Chamberlain's Men. A fire destroyed the Globe on 29 June 1613. This fire was said to have started when the theatre's thatched roof was set ablaze by a cannon fired during a performance of Shakespeare's Henry VIII.	1184	A_Midsummer_Night's_Dream	75	302
"Many of Shakespeare's greatest plays were first performed in this theatre. A second Globe Theatre was built on the same site by June 1614. It closed in 1642. A modern reconstruction of the Globe, named ""Shakespeare's Globe"", opened in 1997 about 750 feet (230 metres) from the site of the original theatre."	1184	A_Midsummer_Night's_Dream	75	306
The setting is ancient Athens and a forest near it. The time is four days before Midsummer Day, May 1. Two young aristocrats, Lysander and Hermia, are in love, but Hermia's father wants her to marry a man named Demetrius. Hermia does not love Demetrius. Helena, Hermia's best friend, is in love with Demetrius, but Demetrius is not in love with her.	1184	A_Midsummer_Night's_Dream	75	349
One night, Lysander and Hermia leave Athens quietly to seek shelter miles away with Lysander's aunt. Demetrius follows the two through the forest surrounding Athens. The lovesick Helena follows Demetrius. All four young people become lost and confused in the shadows of the forest.	1184	A_Midsummer_Night's_Dream	75	281
Oberon and Titania, the King and Queen of the Fairies, have assembled their court in the forest. The two monarchs are quarreling. Titania stubbornly stands her ground in the quarrel, and the two part angrily. Oberon vows to take revenge on Titania for her stubbornness.	1184	A_Midsummer_Night's_Dream	75	269
Oberon sees the lovelorn Helena, and takes pity on her. He orders Puck to put the magical juice of a flower on Demetrius' eyes. This juice will make him fall in love with Helena. Puck makes the mistake of putting the juice on Lysander's eyes, and he falls in love with Helena! Both young ladies are in great distress.	1184	A_Midsummer_Night's_Dream	75	317
Adding to the confusion are a group of amateur actors from Athens. They have chosen the moonlit forest as the place to rehearse their play, but Puck gives Bottom, one of the actors, the head of a donkey. Titania falls in love with this man-donkey after Oberon puts the magic juice in her eyes. He was hoping she would return to loving him!	1184	A_Midsummer_Night's_Dream	75	339
Oberon finally restores order. He causes Demetrius to fall in love with Helena, he causes Lysander to return to his sweetheart Hermia, he takes the donkey's head from Bottom, and finally he causes Titania to fall in love again with her royal husband. Dawn breaks, and the four young lovers return to Athens to be married. The amateur actors also return to Athens. Their play is performed at the wedding celebrations.	1184	A_Midsummer_Night's_Dream	75	416
The play has always been very popular. Most productions staged the play as a spectacle with elaborate costumes and scenery. In the middle 19th century, the German composer Felix Mendelssohn wrote several pieces of orchestral music for the play including the popular concert piece, A Midsummer Night's Dream Overture and the famous Wedding March.	1184	A_Midsummer_Night's_Dream	75	345
In the 1935, Warner Bros. made a movie of A Midsummer Night's Dream. It was directed by Max Reinhardt and William Dieterle, and stars Ian Hunter, James Cagney, Mickey Rooney, Olivia de Havilland, Joe E. Brown, Dick Powell, and Victor Jory. Other movies were made in 1909, 1959, 1968, and 1999.	1184	A_Midsummer_Night's_Dream	75	293
Quebec (French: Québec) is a province in southeastern Canada. In 2014, it had 8,191,946 peoples, called Quebecois. (*) With an area of about 1 667 441 square kilometers, Quebec is the biggest of the ten provinces of Canada. It's also the only one whose the official language is French. The other ones are English-speaking (people speak English there) or even bilingual, like New Brunswick. There are many anglophone people in Quebec, mainly in Montreal. It is the second most populated province of Canada after its neighbour Ontario.	3919	Quebec	75	533
Quebec is bordered by the Hudson Strait to the north, Labrador (part of Newfoundland and Labrador) to the east, the Gulf of Saint Lawrence and New Brunswick to the southeast, the United States to the south, Ontario to the southwest, and the Hudson Bay to the northwest.	3919	Quebec	75	269
It is led by a prime minister elected by the citizens of the province. Currently the prime minister is Phillipe Couillard, who is also the leader of the Liberal Party of Quebec (PLQ). As the province of Quebec is also part of Canada, it is led by the Prime Minister of Canada.	3919	Quebec	75	276
The sovereignism of the Quebec people aims to make Quebec a sovereign state, independent of the Canadian confederation. The Quebecer sovereignism claims to express the will of the Quebecer people that it is recognized as an independent country, first by its own citizens, then by the Canadian confederation and, finally, by the rest of the world.	3919	Quebec	75	346
Its motives are coming from the fact that Quebec is the only territory with a francophone majority in North America and it indicates a unique important culture. Given its economic strength ( among the 20 leading in the world according to the latest estimations) the sovereignists of Quebec believe that Quebec deservse to speak and act for itself on the international stage.	3919	Quebec	75	374
The Europeans arrived on the territory of Quebec in the XVth century. It was already inhabited by thousands of years by the Amerindians who were maybe remote descendants of people come from Asia. In his arrival in 1534, the explorer Jacques Cartier gained ownership of the territory in the name of France.	3919	Quebec	75	305
But many British also wanted to own land of the territory of Quebec. So there have been many wars and battles between the French and the British for the leadership. Finally the British took it in 1759. One of the most memorable battles took place on the Plains of Abraham, on September 13, 1759, two general opposing: Montcalm for the French and Wolf for the British. Both died after the battle: even today, one can see a monument in their memory on the Plains of Abraham This battle marked the start of the English Conquest and the end of French regime.	3919	Quebec	75	554
There are four seasons in Quebec : spring, summer, autumn and winter. Spring is the most important season in Quebec, because all the living things return to their normal lives; autumn is a season filled with majestic colors, such as orange, red, green, and yellow; winters are very cold and summers very nice. The winter of 2010 was the warmest in 60 years. But in 2007-2008, Quebec established a record with more than 5 meters of snow.	3919	Quebec	75	436
The exploitations of natural resources is very important in Quebec. The development of potential hydroelectric has allowed to create many jobs. After the great hydroelectric center at the north coast, Hydro-Quebec built dams on the Grande Rivière, near the James bay, around 1980. Hydro-Quebec exports its excess electricity to the United States.	3919	Quebec	75	346
The wheel was invented in prehistoric times and probably its discovery was repeated many times independently. The oldest example of a wheel yet found is from the region of Mesopotamia (Iraq), so it may have been invented around the area where Iraq is today. The wheel may have been inspired by a simple observation of a rolling tree trunk. When a number of tree trunks are placed on the ground close together, and a weight is placed upon them, the object can be moved much more easily. The rolling trunks cause less friction than dragging the object on the ground.	4205	Wheel	75	564
The first wheels were indeed tree trunks. The next development was to use slices of these trunks joined together through an axle. Later, these wheels became wooden disks cut into a circular shape with a hole for the axle. The oldest wooden wheel archaeologists have found was built somewhere between 3350 and 3100 BC. Because the first wheels were made from wood, and wood rots and breaks down over time, we can assume that other wheels might have existed earlier.	4205	Wheel	75	464
A wheel works by rolling. Rolling is an efficient way to reduce friction. When you slide a block across a smooth surface, it will slide for a short distance and then come to a stop. When you roll a ball across that surface, it will roll a long way.	4205	Wheel	75	248
There are two basic parts of wheels; the wheel and the axle. The wheel itself is a round disk. The axle is a shaft positioned in the center of the disk. Sometimes the disk itself spins on the axle. Often the axle is fixed to the disk and the wheel and axle turn together.	4205	Wheel	75	271
When a wheel is rolling along the ground, a fraction of the surface touches the ground. Yet this surface doesn't have to slide on the ground. Friction mainly occurs in the axle and are greatly reduced. Rolling friction is much weaker than sliding friction. By rolling, wheels make it easier to move things from place to place.	4205	Wheel	75	326
The invention of the wheel was of great importance not only as a transportation device, but for the development of technology in general, important applications including the water wheel used in watermill, the gear, and the spinning wheel. More modern descendants of the wheel include the propeller, the gyroscope and the turbine.	4205	Wheel	75	330
The Hubble Space Telescope (HST) is one of the most famous telescopes. It is the first optical space observatory telescope. Being above the atmosphere means it can see the sky more clearly than a telescope on the ground, because the atmosphere blurs starlight before it reaches earth. Named after the astronomer Edwin Hubble, the Hubble Space Telescope can observe 24 hours a day. The main mirror is 2.4 meters across. The telescope can take pictures of things so far away it would be nearly impossible to see them from anywhere else.	5694	Hubble_Space_Telescope	76	534
It actually observes less than 20% of the time. It was made by both NASA and the ESA working together. It is 600 km in space and was launched April 24 1990. It completes a full orbit of Earth every 97 minutes. That means it travels at 5 miles (10 km) per second. If you were going this speed on Earth, you would be able to get from New York to San Francisco in 10 minutes.	5694	Hubble_Space_Telescope	76	372
When the HST took its first pictures, astronomers were happy to see the images, but they were not as sharp and as crisp as expected. Telescopes in space can take better pictures than telescopes on Earth, but for some reason the pictures were not better than the pictures taken on Earth. They found a problem with the telescope's mirror. The mirror was not curved right, but only by 2.2 micrometres (1/50th as thick as a piece of paper). Still, this was enough to cause the images to be blurred. Some said that Hubble was nearsighted. (*)	5694	Hubble_Space_Telescope	76	537
Another space shuttle was soon sent up to repair the space telescope. The repair was not easy. The astronauts had to install some small mirrors to correct the light from the big mirror. The big mirror could still be used. It took five days of space walks. When astronaut Story Musgrave opened one of the doors on Hubble to install a new camera, the door would not close, so Musgrave and the other astronauts had to think of a creative way to get around the problem. Eventually, Hubble was fixed.	5694	Hubble_Space_Telescope	76	495
Repairs and servicing missions have been made to the Hubble Space Telescope five times to keep it in orbit and make it even better as technology improved. The space shuttle program was kept going longer than planned to send an extra trip up to the Hubble Space Telescope for a final fix.	5694	Hubble_Space_Telescope	76	287
Hubble will soon be replaced by the James Webb Space Telescope which will fly even higher above the Earth. There are now other telescopes in orbit, like the Herschel Space Observatory and the Kepler Spacecraft, which was specially made for finding Earth-like planets around other stars. (*)	5694	Hubble_Space_Telescope	76	290
A toilet works because of gravity. When a flush lever is pulled, a plug will open, allowing water to flow out to fill the basin. Then the gravity causes the liquid to flow out of the basin through a bend in the pipe, called an S trap. The flush cleans the bowl of the toilet, and under the rim where it is difficult to reach. It carries waste matter to a drain, which then takes it to a treatment plant or septic tank.	4008	Flush_toilet	76	418
"The ""'float ball""' rises as the tank fills with water. As it rises, the float rod attached to it presses against the inlet valve. When the tank is full, the rod is pressing against the inlet valve hard enough to turn the water off. This stops the tank from overflowing."	4008	Flush_toilet	76	269
Some of the clean water coming behind remains at the bottom of the toilet bowl. That's because modern toilets have an 'S' bend which remains filled with water between flushing. The water in the 'S' bend stops bad odours escaping from the drainpipe. During flushing the 'S' bend also provides siphon action which helps speed up the flushing process.	4008	Flush_toilet	76	348
However, some toilet flushing can produce very small droplets of water known as aerosols. These aerosols can contain bacteria and viruses that are in the toilet. Because the aerosols float through the air, there is a risk of becoming infected. This has been believed to be a cause for outbreak of atypical pneumonia within several high-rise residential buildings in Hong Kong that are close to each other.	4008	Flush_toilet	76	405
Different toilets use different amounts of water per flush, depending on the country or the period. Older models in some countries use 13 or even 19 liters per flush while newer models use 6 liters per flush. Today, some well-designed 6 liter toilets flush better than lesser toilets that use 2-3 times more water per flush. The design of the surfaces that control the flow of water make a big difference.	4008	Flush_toilet	76	405
Some toilets have extra fixtures such as grab-bars for wheelchair users. Some toilets have a water jet built into them like a bidet. Some have heated seats, and lids that open and close automatically. And some will even check your blood pressure and temperature.	4008	Flush_toilet	76	262
Toilets come in many different types. There are chemical toilets, which use chemicals to neutralize the waste instead of water. There are composting toilets, which do not use water and turn the waste into natural compost. There are even incinerating toilets, which burn the waste.	4008	Flush_toilet	76	280
The flush toilet were first used in parts of India and Pakistan about 2,700 years ago. The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house, attached to a sophisticated sewage system. Remains of sewage systems have been found in the houses of the Minoan cities of Crete and Santorini in Greece. There were also toilets in ancient Egypt, Persia and China. In Roman civilization, toilets were sometimes part of public bath houses where men and women were together in mixed company. Toilets are usually connected to a septic tank, or to a sewer.	4008	Flush_toilet	76	569
In 1775 Alexander Cummings invented the S-trap, which is still used today, that used standing water to seal the outlet of the bowl, preventing the escape of foul air from the sewer. His design had a sliding valve in the bowl outlet above the trap.	4008	Flush_toilet	76	247
Some ideas and inventions had to be developed before it could be created: To have a flush toilet in one's house, first of all one has to have fresh and clean water supply. A better organization of the cities was needed for that. The lever and the siphon also had to be invented before the flush toilet could have come into being.	4008	Flush_toilet	76	329
WC helps public health of today to keep higher standards than in the past. That allows us today to live in much bigger cities than in the past, not being afraid of getting sick: beyond a certain population cities and villages would be at risk of epidemics before toilets were widespread.	4008	Flush_toilet	76	287
Big cities were a requirement to start the industrial revolution in the 1800s. Although WC seems to be an invention of minor importance, its impact to our modern world was quite great. The toilet has also created a whole new profession like plumber and his associated industry.	4008	Flush_toilet	76	277
In Egypt, kings and queens, called Pharaohs, were buried in huge square-bottomed pyramids built of stone. They were usually built to be used as tombs for Pharaohs. The ancient Egyptian pyramids are very well built. Some of the pyramids still stand today. (*)	5555	Pyramid	76	258
The oldest man-made pyramid found is called the Step pyramid. It is near Cairo, Egypt. It was built for King Djoser thousands of years ago. Later pyramids were built much larger. The largest one was the Great Pyramid of Giza. It was near Cairo. It was the tallest building in the world until the Eiffel Tower was built in Paris, in 1889. The Great Pyramid was built by the pharaoh Khufu (= Cheops) from the Ancient Egyptian Old Kingdom. It took twenty years to build.	5555	Pyramid	76	467
People thought pyramids were built by slaves. More recently evidence suggests that the workers who built the pyramids were paid and well-cared for. They were loyal to the Pharaoh. Inside the Great Pyramid, some of the most famous man-made objects have been found from ancient times. There were once many valuable items buried with the dead Pharaohs, in the hope that they would take them to the afterlife. Pyramids usually had traps to stop thieves from escaping easily. Tomb thieves were punished by death if they were caught. However, by 1000 BC, many of the pyramids had been robbed of their precious treasures.	5555	Pyramid	76	614
The ancient Greeks called the great pyramid one of the seven wonders of the world. There are over 100 pyramids in Egypt. Most of them can be found on the western side of the River Nile. Some Egyptologists have different opinions on why the ancient Egyptian Kings built pyramids as their tombs. Pyramids have been excavated for about the last 200 years.	5555	Pyramid	76	352
The 32-story Pyramid Arena in Memphis, Tennessee (a city named after the ancient Egyptian capital whose name itself was derived from the name of one of its pyramids). Built in 1991, it was the home court for the University of Memphis men's basketball program and the National Basketball Association's Memphis Grizzlies until 2004.	5555	Pyramid	76	330
There are also ancient pyramids in other parts of Africa, Central America, Europe, North America, and Asia. There is a famous modern glass pyramid in front of the Louvre Museum in Paris. The Luxor Hotel, in Las Vegas, Nevada is also a glass pyramid.	5555	Pyramid	76	249
Joan of Arc, called the Maid or the Maid of Orleans, was born in Domrémy (Lorraine) on the 5th or 6 January 1412. She was burned alive in Rouen on May 30, 1431 at the age of only 19. Joan of Arc was a woman who lived in France during the Hundred Years' War and fought for the King of France, Charles VII.	5169	Joan_of_Arc	78	304
Eldest of five children, she was very religious. She often would go to church to pray. When she was 13, she told of hearing the voices of saints and archangels. These voices whispered to her to go and meet the Dauphin Charles VII, then ousted from the succession to the throne of France by his rival, the King of England. The voices told her to liberate France from the invaders (the English) and to crown the Dauphin at Rheims.	5169	Joan_of_Arc	78	428
Despite the reluctance of her family, she managed to leave Lorraine, crossed France and met Charles at Chinon. She overcame the reluctance of the King and his entourage by her candor, her faith, her confidence and the enthusiasm that she aroused in the people. Charles agreed to let her go to Orleans to break the siege made there by the English. She managed to restore the confidence of the exhausted French soldiers and the attackers abandoned the siege on the night of the 7th or 8 May 1429.	5169	Joan_of_Arc	78	494
After that victory, Jeanne convinced the Dauphin to crown himself King at Reims, the city where the Kings of France have traditionally been crowned for centuries, but situated in the middle of territory controlled by the enemy. The victory at Orleans restored confidence in the Dauphin's cause and the population, although dominated by the English, let them pass. The Dauphin was crowned on the 17 of July 1429	5169	Joan_of_Arc	78	410
After that, Jeanne continued the war. She failed to retake Paris, held by the supporters of the Duke of Bourgogne. She was captured on May 23, 1430 at Compiegne by the Duke of Bourgogne's soldiers and then sold to the English. As much as the French saw in Jeanne the incarnation of divine will, the English saw in her a sinner dedicated to the devil. They brought a heresy trial against her, but only succeeded in accusing her of a few faults: wearing men's clothes and leaving her parents without permission. Frightened by the judges, Jeanne signed the confession of her sins: she acknowledged that she had been wrong to dress like a man and to make war like a man. But, back in prison, she wore pants again in unclear circumstances. For the English, she therefore broke her word and fell back into her errors (she had relapsed). She was condemned to die by flames and was burned alive at Rouen on May 30, 1431.	5169	Joan_of_Arc	78	912
